	L1	L2	L3	M1	M2	M3	Q1	Q2	Q3	T1	T2	T3	X1	X2	X3
gene_1266	33.76	62.07	35.2	37.96	87.95	36.03	53.35	48.94	45.93	50.98	53.3	56.11	25.5	26.94	22.57
gene_1267	78.06	63.04	99.77	179.1	234.41	142.48	704.35	720.59	98.27	183.7	168.33	174.85	26.89	30.51	23.76
gene_1268	66.14	53.81	81.4	231.3	554.03	196.03	413.97	389.48	75.78	137.52	141.86	133.12	30.06	27.73	28.35
gene_1269	18.96	31.83	15.62	48.11	12.87	38.4	106.58	86.33	21.79	45.94	41.1	46.33	12.15	10.5	6.79
gene_1270	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0
gene_1271	60.8	75.24	78.95	161.6	486.32	138.05	274.23	239.22	57.4	129.57	149.96	134.77	20.85	18.24	23.79
gene_1272	62.38	47.17	74.1	130.79	240.46	82.77	212.28	220.17	50.41	93.95	104.43	109.75	32.59	35.08	29.55
gene_1273	207.44	169.31	205.25	208.35	177.07	214.12	332.99	241.49	213.45	358.44	392.78	425.84	129.23	106.77	89
gene_1274	20.98	22.64	21	32.1	84.31	33.45	76.93	81.53	11	48.45	34.7	38.18	10.22	12.46	11.93
gene_1275	18.44	23.03	7.99	16.61	15.26	24.99	33.11	32.73	8.12	29.06	32.5	41.36	6.75	4.01	4.38
gene_1276	74.89	58.54	70.68	56.11	130.46	46.26	176.64	161.56	31.76	101	120.8	109.15	21.41	19.4	14.56
gene_1277	148.34	231.32	7.61	7.37	33.88	26.48	23.21	16.34	12.73	324.12	457.92	430.58	91.39	78.57	12.97
gene_1278	37.56	30.8	42.67	72.68	100.01	53.16	101.82	112.76	28.37	56.95	57.15	44.73	23.21	16.83	30.94
gene_1279	28.96	37.22	15.42	18.46	6.44	19.9	26.22	21.63	11.29	60.65	62.2	64.32	14.02	10.8	8.83
gene_1280	232.41	222.39	294.45	393.04	608.33	372.39	276.73	291.47	227.86	316.13	293.06	269.61	69.25	78.26	70.54
gene_1281	149.2	122.54	200.13	855.09	1572.36	698.24	240.72	213.29	234.88	1037.08	1129.29	976.18	142.18	153.32	119.82
gene_1282	138.2	134.45	111.5	173.96	62.88	139.73	152.78	141.12	76.59	127.71	149.53	163.03	39.4	40.88	32.06
gene_1283	124.46	95.57	153.66	19.44	9.16	38.35	12.02	11.79	19.35	253.72	297.25	203.27	223.25	237.28	194.54
gene_1284	87.56	96.7	60.56	90.3	13.7	97.97	83.86	73.51	38.62	119.98	127.89	140.07	25.84	20.42	21.52
gene_1285	69.82	73.16	34.86	71.79	26.59	79.84	224.4	216.81	31.78	93.21	107.36	122.8	34.36	19.43	24.43
gene_1286	40.45	39.9	37.34	59.61	179.52	50.92	118.24	102.22	28.52	61.36	61.31	60.64	22.75	23.14	16.99
gene_1287	33.02	44.21	29.97	13.96	33.34	16.2	55.94	69.66	10.07	58.57	68.36	61.67	13.53	14.73	10.06
gene_1288	29.15	34.76	26.97	28.37	73.3	23.35	38	38.26	13.09	53.81	58.81	55.92	16.72	14.59	9.89
gene_1289	71.87	109.56	7.82	7.58	12.44	3.89	9.94	0	9.81	139.58	180.78	184.57	42.86	36.09	8.33
gene_1290	163.59	144.56	278.18	131.33	234.7	163.03	73.28	66.91	69.68	162.22	177.32	158.12	55.74	71.48	73.8
gene_1291	69.09	66.22	71.36	132.16	293.47	114.58	167.29	168.27	55.15	89.83	96.53	95.99	27.07	30.22	27.69
gene_1292	40.99	42.21	36.93	42.31	114.21	33.4	144.4	146.28	22.01	79.59	65.97	73.5	25.8	23.46	20.03
gene_1293	104.8	119.21	95.76	160.65	200.99	160.31	201.7	223.01	71.06	199.29	201.53	229.76	35.17	34.57	36.47
gene_1294	160.56	157.48	174.38	619.32	847.37	657.6	500.22	468.83	440.15	433.16	383.18	384.94	84.27	76.47	91.88
gene_1295	572.97	409.19	647.55	581.45	1755.92	573.24	885.16	924.5	222.6	647.15	713.35	809.79	367.61	334.88	336.55
gene_1296	30.51	41.67	33.04	30.37	50.79	40.66	25.9	28.53	24.78	53.09	55.97	61.52	21.47	23.89	19.19
gene_1297	162.84	137.04	184.25	250.01	162.18	257.13	340.57	372.09	127.27	325.18	303.84	307.92	97.86	80.84	106.8
gene_1298	109.38	98.46	121.77	302.03	314.06	287.27	537.95	503.97	179.48	314.7	334.81	366.77	45.81	43.45	43.92
gene_1299	16.67	21.38	9.65	18.86	17.25	14.34	25.51	22.3	8.32	41.04	41.16	44.51	9	9.88	5.28
gene_1300	12.87	15.53	4.78	2.5	4.8	3.38	3.46	2.2	1.77	23.56	19.63	22	4.97	5.5	1.96
gene_1301	433.27	442.51	511.28	1047.71	307.47	817.82	2768.79	2615.05	563.53	972.17	950.74	1255.82	207.38	223.31	191.62
gene_1302	34.6	34.55	41.23	43.55	29.54	34.84	39.54	40.8	17.19	53.43	53.17	52.57	16.58	16.9	16.38
gene_1303	27.24	22.31	26.18	32.83	41.77	25.53	25.39	20.01	9.35	42.23	39.75	43.13	12.52	7.37	9.53
gene_1304	18.43	24.21	4.37	6.59	1.03	6.76	9.21	13.75	5.28	27.14	28.44	31.01	8.73	3.56	4.14
gene_1305	177.63	144.77	237.64	438.12	1035.09	462.11	597.37	589.78	226.01	370.77	326.58	337.59	49.53	46.52	51.48
gene_1306	80.46	78.61	89.37	295.98	415.15	201.49	261.5	251.71	325.18	116.06	128.29	126.92	35.53	37.63	31.69
gene_1307	128.61	93.9	125.95	229.41	510.95	158.59	396.73	340.92	46.75	160.41	196.38	193.03	54.62	68.52	46.72
gene_1308	64.42	104.89	75.96	60.89	27.29	56.12	40.93	56.76	26.75	81.58	93.65	111.62	12.69	22.82	7.38
gene_1309	24.5	24.41	19.24	15.95	15.42	13.28	41.69	39.74	7.54	33.53	31.56	43.21	7.59	6.55	7.68
gene_1310	105.11	115.27	90.21	270.63	133.4	255.55	663.82	659.63	104.03	233.82	247.56	275.47	48.89	43.1	41.2
gene_1311	26.74	26.53	23.48	18.31	10.92	26	42.9	36.09	11.37	43.3	42.03	45.97	14.73	10.5	12.19
gene_1312	1412.01	1161.92	1953.51	985.61	1113.89	867.92	521.31	526.05	542.18	872.91	1020.7	947.91	349.39	375.17	380.24
gene_1313	70.15	57.42	99.21	190.45	164.46	155.01	119.19	99.27	90.29	115.73	129.29	115.82	50.44	58.47	40.21
gene_1314	10.7	18.07	8.81	22.78	19.63	20.27	17.74	14.91	11.21	30.15	22.58	27.11	4.95	5	3.44
gene_1315	41.78	50.55	45.27	76.43	69.87	65.62	43.58	47.76	40.62	73.57	73.34	79.92	18.13	19.62	17.36
gene_1316	25.33	25.6	8.81	13	23.2	16.93	10.8	10.71	6.37	71.5	72.26	75.93	10.3	11.98	7.68
gene_1317	34.84	46.3	26.96	45.59	67.51	36.99	58.23	50.54	13.8	62.74	58.06	58.61	18.32	16.07	17.65
gene_1318	37.37	33.38	54.7	89.16	234.37	71.59	59.94	51.55	48.08	49.81	51.87	46.79	14.71	22.6	15.65
gene_1319	47.76	48.54	46.25	75.09	119.14	76.52	158.68	138.21	40.06	80.66	67.79	72.94	15.43	25.54	14.68
gene_1320	22.59	32.03	13.71	16.7	32.2	14.94	15.69	13.29	7.26	38.24	38.31	40.93	9.61	8.77	5.84
gene_1321	12.44	19.92	5.38	7.13	13.32	8.02	14.96	13.78	3.43	29.55	25.88	31.14	6.2	6.84	4.22
gene_1322	93.54	90.85	103.44	205.47	28.91	476.92	165.99	201.65	222.42	123.88	88.05	86.59	24.12	16.27	27.25
gene_1323	95.65	84.29	130.29	619.62	1486.16	566.13	1087.61	1146.16	247.33	272.98	252.77	251.78	49.05	48.13	57.95
gene_1324	36.2	30.13	25.09	71.92	99.72	50.14	122.09	133.61	23.74	45.58	46.13	51.59	11.23	16.31	13.02
gene_1325	11.4	19.46	18.3	20.7	6.47	15.67	24.82	24.77	11.91	33.58	28.93	38.62	8.57	7.15	4.77
gene_1326	19.87	25.83	10.42	5.06	21.56	3.89	10.61	7.47	3.82	47.69	43.71	63.84	10.44	12.03	4.44
gene_1327	33.43	75.83	11.68	4.36	1.71	4.91	3.66	2.57	3.39	44.9	42.91	69.84	12.12	15.01	9.19
gene_1328	1428.21	1245.1	1833.95	1518.77	948.96	1376.31	760.07	917.55	1498.17	559.26	533.22	483.14	912.43	913.05	1174.49
gene_1329	1155.31	1134.17	386.04	1201.35	38.5	1817.72	1015.35	934.73	1005.02	536.8	650.99	504.04	182.32	89.17	144.09
gene_1330	81.28	63.89	92.51	295.43	283.37	270.66	187.07	177.65	103.81	180.84	181.35	174.28	35.03	40.17	37.82
gene_1331	33.54	44.07	17.71	36.73	51.37	34.76	19.52	19.74	17.71	47.88	61.52	58.7	10.38	10.38	8.39
gene_1332	113.68	82.99	130.64	356.67	663.45	280.71	467.12	467.01	143.41	212.7	202.17	216.34	67.8	65.44	70.72
gene_1333	26.3	28.83	37.16	83.76	140.72	93.13	79.28	83.73	59.58	51.09	50.2	50.77	18.38	17.37	18.71
gene_1334	42.52	44.93	31.96	3.91	3.19	14.6	4.22	2.97	5.66	83.32	87.6	94.89	27.42	24.9	30.32
gene_1335	34.62	52.55	40.69	48.55	58	44.29	119.94	131.23	27.65	68.61	52.67	66.18	15.84	19.57	13.05
gene_1336	35.49	34.2	30.23	46.47	66.87	36.17	61.23	64.02	12.71	57.34	47.73	55.6	9.4	10.41	7.6
gene_1337	154.1	282.35	36.35	11.21	60.99	23.01	16.8	15.78	13.82	247.76	339.19	339	107.29	108.96	21.12
gene_1338	114.97	90.3	160.42	207.96	473.99	215.19	239.93	273.37	313.92	388.93	418.18	379.8	63.05	59.44	62.07
gene_1339	15.98	19.25	4.02	2.79	2.56	7.43	5.84	7.41	2.16	35.13	31.54	31.01	5.82	4.04	4.66
gene_1340	20.99	21.58	15.24	60.68	63.73	47.64	65.05	54.84	24.14	43.72	36.23	38.83	8.03	6.7	3.94
gene_1341	20.4	28.33	10.6	12.71	29.2	11.5	40.59	32.04	6.78	38.71	31.93	37.36	8.61	7.97	5.26
gene_1342	32.39	34.97	22.84	24	16.89	27.53	60.2	54.28	11.52	53.96	45.93	52.84	15.5	16.03	11.61
gene_1343	43.6	38.91	63.96	164.14	119.15	154.77	151.83	171.4	79.24	127.11	103.58	101.49	20.12	21.13	26.65
gene_1344	31.88	28.84	32.55	39.24	34.08	38.56	51.63	49.3	17.92	51.24	50.5	52.77	15.35	13.56	10.59
gene_1345	45.26	63.6	14.19	4.59	10.04	9.42	11.23	3.02	5.28	76.01	136.24	111.97	19.95	23.58	8.06
gene_1346	21.68	24.55	23.47	58.23	116.01	51.51	279.53	301.4	23.69	48.07	33.68	46.57	13.39	11.54	14.12
gene_1347	34.42	33.34	38.04	69.22	244.29	48.85	156.52	123.43	23.98	55.8	60.81	65.21	15.13	15.03	13
gene_1348	32.25	59.16	15.92	29.86	66.04	21.32	71.24	87.03	9.6	57.18	54.04	68.68	16.4	16.27	10.58
gene_1349	42.75	59.4	31.77	24.18	46.6	17.4	16.57	13.84	9.43	68.4	68.48	71.4	14.42	19.81	14.23
gene_1350	21.9	14.93	26.98	42.35	50.71	23.01	53.59	61.37	11.47	29.06	43.1	38.62	9.39	9.04	10.59
gene_1351	44.57	46.01	50.41	80.8	212.94	62.26	373.69	418.34	27.21	83.74	82.83	85.72	25.97	24.43	33.45
gene_1352	109.53	113.84	72.16	75.34	21.2	90.2	128	180.28	58.85	256.01	223.8	262.76	51.5	68.34	33.12
gene_1353	31.61	35.39	27.54	2.67	0.7	7.67	7.28	3.68	2.76	47.68	69.97	66.47	7.43	17.92	15.49
gene_1354	90.82	162.82	11.25	16.37	11.93	14.93	17.17	7.17	3.14	338.15	373.59	431.42	58.52	49.47	11.19
gene_1355	63.8	45.57	52.72	156.23	317.86	98.47	218.08	228.06	56.19	122.1	122.35	164.22	19.71	25.36	24.17
gene_1356	606.77	523.93	764.77	7044.36	22363.25	5431.71	11001.2	9212	1700.24	2524.47	2440.58	2857.49	320.54	313.85	298.45
gene_1357	104.1	82.34	192.52	556.13	1789.39	428.05	684.66	613.84	289.29	181.35	163.07	143.06	52.73	61.56	47.96
gene_1358	34.51	47.87	15.77	7.95	8.03	9.83	6.2	4.42	4.22	49.55	57.06	63.75	14.01	18.67	7.35
gene_1359	21.27	31.22	8.3	6.9	11.32	5.9	5.43	5.66	3.48	38.64	36.17	48	12.5	12.51	2.53
gene_1360	163.35	120.74	211.54	676.77	1171.13	636.53	736.79	724.3	360.86	399.06	366.59	360.37	72.02	79.36	71.98
gene_1361	19.66	32	8.17	2.34	12.3	4.8	4.73	2.49	3.27	37.81	29.45	37.73	9.25	9.15	5.23
gene_1362	133.11	137.91	154.82	140.14	71.98	87.56	194.11	172.45	84.41	135.35	184.8	160.57	65.02	100.56	42.72
gene_1363	11.97	14.79	9.59	19.6	27.38	15.21	63.54	59.41	5.96	26.03	28.71	29.26	4.81	4.33	4.09
gene_1364	62.82	50.9	69.38	84.35	240.03	65.3	98.37	85.22	31.98	72.26	74.67	77.89	23.59	22.47	18.5
gene_1365	943.24	687.82	1533.13	2092.18	6114.87	1635.92	369.48	351.26	181.29	2735.27	2658.32	2783.27	229.44	263.93	230.05
gene_1366	23.89	28.43	21.96	44.85	19.03	47.88	67.49	71.86	13.3	38.37	40.84	38.16	9.45	9.86	9.16
gene_1367	10.82	10.31	8.05	2.92	1.28	8	3.07	0.96	0	11.67	11.24	10.71	2.55	3.54	3.43
gene_1368	3.11	3.95	1.16	0	1.47	0	0	2.21	0	8.26	14.11	14.78	4.88	2.04	5.92
gene_1369	30.79	25.9	32.23	75.16	219.75	56.6	280.87	248.65	19.56	72.22	71.1	77.48	13.87	15.03	11.96
gene_1370	39.26	49.98	17.24	37.29	6.75	44.7	50.77	43.71	25.67	59.35	59.99	68.16	12.59	7	8.2
gene_1371	25.88	47.43	11.86	8.78	11.13	10.8	10.33	10.28	6.23	58.53	52.85	65.97	13.4	13.09	6
gene_1372	40.59	40.66	49.26	53.19	69.34	59.17	99.62	101.57	22.46	74.72	73.89	76.21	27.36	35.75	33.8
gene_1373	104.27	91.82	129.02	194.92	714.64	208.69	219.39	237.21	167.92	132.39	113.21	120.29	74.43	81.17	98.42
gene_1374	79.64	63.51	83.03	160.5	310.09	126.71	238.02	210.41	80	131.43	140.14	134.29	27.56	32.45	25.02
gene_1375	34.97	40.23	24.22	32.75	43.01	24.21	48.16	45.58	10.94	63.78	64.74	68.52	13.28	15.12	7.02
gene_1376	22.95	21.19	18.04	17.33	35.29	18.76	17.19	16.45	9.2	35.29	40.18	41.35	7.88	11.25	8.25
gene_1377	85.2	88.23	110.06	166.97	179.55	137.85	193.06	177.54	54.44	144.16	158.47	150.3	43.19	41.77	51.58
gene_1378	66.74	49.01	67.8	138.02	309.79	109.47	123.34	107.72	46.53	99.25	103.67	111.79	35.02	37.64	33.43
gene_1379	33.22	31.37	41.83	46.99	114.25	52.62	77.24	76.93	27.91	59.72	65	64.64	11.66	11.67	12.57
gene_1380	50.46	48.59	36.26	51.97	106.89	39.19	55.27	39.59	21.17	88.39	94.28	90.75	25	28.07	17.67
gene_1381	8.71	15.76	3.78	1.43	4.19	1.48	1.84	1.26	1.79	27.77	23.59	25.13	4.86	2.32	2.11
gene_1382	55.59	64.76	51.12	53.43	36.63	53.72	64.39	82.66	35.75	75.28	78.06	81.72	36.22	31.92	33.21
gene_1383	40.54	35.44	26.21	108.28	96.18	91.27	170.68	188.53	48.87	76.57	65.53	75.54	14.31	15.34	10.27
gene_1384	15.07	22.32	7.52	13.81	44.62	15.28	15.31	14.98	6.97	33.01	30.58	38.53	6.07	7.74	3.55
gene_1385	38.32	51.05	38.85	53.16	130.41	51.71	67.59	68.77	29.84	73.42	78.31	81.21	19.86	19.52	15.35
gene_1386	22.63	19.55	17.66	16.31	41.76	18.82	24.38	20.49	10.56	23.65	40.6	31.35	11	13.31	10.75
gene_1387	751.81	580.04	954.56	598.04	473.46	434.24	362.87	369.21	408.68	548.72	602.37	582.16	281.48	290.47	297.75
gene_1388	1459.71	1400.77	1452.11	5387.18	1185.18	3165.53	8466.3	6446.95	3277.97	1867.46	2041.57	2489.71	1097.35	1085.65	793.13
gene_1389	275.2	234.99	285.58	545.55	334.68	426.2	831.49	683.68	285.72	493.8	484.18	555.65	106.31	113.07	94.61
gene_1390	10.13	10.86	9.53	4.79	12.59	8.78	12.57	10.45	2.07	22.38	21.89	23.06	5.06	4.66	1.5
gene_1391	20.5	26.99	17.81	17.66	42.47	18.12	23.53	23.49	8.23	43.43	40.94	40.96	12.33	12.98	9.29
gene_1392	60.75	56.2	62.14	70.4	55.11	53.66	53.09	62.7	39.01	76.36	76.11	72.38	14.43	21.18	11.76
gene_1393	47	39.36	44.14	136.95	32.74	70.08	371.38	328.19	106.33	79.85	96.57	112.85	25.42	29.03	19.47
gene_1394	43.03	41.77	39.69	49.39	94.89	36.07	64.55	52.1	25.37	39.06	43.68	44.27	19.77	17.87	15.19
gene_1395	40.18	35.71	43.06	55.94	88.11	44.11	56.4	47.46	17.75	403.53	433.13	439.24	37.49	39.4	31.26
gene_1396	0.24	1.28	0	0	0.68	0	0	0.25	0	0.48	0.54	0.76	0.68	0.7	0
gene_1397	35.42	32.67	32.51	29.19	23.61	26.92	141.17	159.45	13.33	49.47	53.67	57.01	16.93	13.81	14.88
gene_1398	279.76	212.63	241.84	44.42	63.93	48.65	14.79	5.47	39.08	582.42	809.13	609.97	247.09	245.99	120.18
gene_1399	48.34	52.89	30.99	75.35	109.55	55.36	51.36	47.67	36.74	89.4	89.62	94.11	23.17	24.47	14.51
gene_1400	64.59	56.66	74.6	148	466.29	115.5	144.35	132.36	53.17	87.79	80.84	87.62	26.05	28.8	23.17
gene_1401	58.53	100.14	32.77	27.23	55.73	23.83	31.09	17.36	16.59	85.78	87.6	95.4	25.32	30.99	15.49
gene_1402	15.92	25.56	13.59	9.33	5.05	7.32	10.76	8.66	4.26	46.01	49.51	43.17	14.33	7.97	5.31
gene_1403	13.91	17.74	12.69	20.23	7.54	10.1	26.97	30.72	5.9	32.48	34.4	27.24	7.85	6.2	3.61
gene_1404	17.43	16.73	18.77	22.1	22.62	26.68	118.32	131.92	12.06	25.13	25.21	35.46	9.05	6.78	6.57
gene_1405	27.66	28.36	22.58	22.74	54.74	20.53	44.85	52.07	15	46.72	45.8	45.88	10.71	13.75	10.09
gene_1406	70.01	56.85	79.76	242.86	267.8	188.13	279.75	287.87	89.95	125.85	142.78	145.26	26.11	29.91	19.86
gene_1407	38.03	33.38	43.68	44.85	23.99	46.02	64.05	60.55	13.98	51.62	45.71	45.62	13.01	10.92	21.91
gene_1408	49.35	58.7	49.27	114.61	115.85	62.86	203.6	212.56	40.48	88.79	92.49	104.76	24.22	18.08	17.01
gene_1409	18.92	24.18	18.36	102.55	54.12	105.57	82.35	82.2	45.26	78.64	72.26	87.43	12.91	12.86	11.31
gene_1410	59.87	62.85	62.65	7.1	3.73	22.72	6.25	4.2	8.82	121.26	124.39	139.07	43.46	38.87	43.93
gene_1411	143.26	113.4	192.96	144.26	191.15	132.21	68.1	70.08	84.46	974.4	1095.06	842.35	778.61	931.97	745.71
gene_1412	170.84	146.49	225.83	256.55	233.81	232.8	295.49	281.37	231.13	152.42	164.56	198.03	86.06	107.07	96.27
gene_1413	1253.36	914.01	1490.57	1581.18	2260.93	1576.13	1440.93	1264.32	1525.06	2014.67	2182.85	1965.65	899.53	1061.19	706.64
gene_1414	34.2	34.86	23.92	32.6	48.83	34.12	128.77	124.16	14.92	53.58	47.71	57.04	12.18	11.11	8.27
gene_1415	17.29	18.78	9.15	11.68	8.59	11.98	19.61	22.09	6.86	23.65	18.61	36.27	6.5	5.93	4.52
gene_1416	41.24	33.74	37.83	63.91	137.44	49.93	131.08	118.25	26.64	75.65	81.57	82.65	23.22	19.76	17.08
gene_1417	409.48	318.52	534.27	847.52	705.2	743.63	714.95	679.24	413.11	742.86	827.67	728.61	278.76	302.02	236.03
gene_1418	285.36	224.38	331.19	457.19	1062.87	390.1	527.51	476.44	148.05	443.02	455.09	470.36	174.38	174.04	180.61
gene_1419	33.1	47.18	16.52	30.25	10.05	27.03	52.47	51.03	18.89	43.75	45.52	55.13	18.58	15.34	12.36
gene_1420	49.67	45.37	47.83	60.72	147.39	48.15	87.58	77.97	29.21	73.2	69.72	78.11	20.33	23	20.39
gene_1421	26.1	18.87	18.65	52.8	83.58	34.14	94.88	84.81	31.22	53.28	47.78	57.74	5.66	9.18	3.82
gene_1422	520.69	497.53	450.2	1450.02	481.88	1439.6	866.63	567.07	1485.24	518.22	459.97	491.57	163.86	185.75	95.96
gene_1423	1810.16	1475.7	2081.12	5582.02	6094.82	4779.51	3571.99	3504.79	2815.22	6641.34	7034.85	7453.06	789.83	796.67	600.55
gene_1424	19.46	24.49	21.36	13.86	20.35	14.56	29.43	26.35	7.6	48.5	41.03	49.92	8.08	8.73	6.88
gene_1425	46.05	57.94	40.92	54.82	15.2	38.05	217.19	212.68	18.18	64.09	75.3	91.59	14.15	9.5	11.37
gene_1426	17.37	41.92	24.74	62.57	2.74	50.3	101.77	109.96	13.5	34.57	34.99	45.07	4.54	0.95	4.59
gene_1427	611.29	495.36	921.88	1065.02	1811.27	891.04	458.05	437.51	784.71	978.64	975.03	801.98	432.76	537.83	456.02
gene_1428	21.69	31.33	7.64	7	15.13	16.89	7.34	8.51	5.68	28.03	18.55	34.65	9.66	6.34	3.62
gene_1429	87.16	64.11	94.56	125.34	300.87	105.49	112.46	114.35	64.45	84.06	83.27	80.12	476.04	515.72	358.14
gene_1430	58.99	70.86	50.71	118.33	5.68	82.06	259.1	243.83	35.44	158.2	147.28	166.6	26.79	19.61	20.43
gene_1431	19.93	30.74	18.86	25.06	36.84	25.96	36.01	34.31	9.3	37.83	35.98	33.4	12.86	7.5	10.57
gene_1432	21.24	38.71	8.14	5.74	5.18	15.83	30.5	25.45	8.98	48.56	44.76	59.39	14.67	10.41	6.31
gene_1433	131.82	97.98	99.8	422.83	840.35	302.18	1041.52	927.49	123.57	384.86	385.16	480.54	61.88	63.72	47.59
gene_1434	36.24	43.01	17.57	8.97	16.23	11.56	10.87	7.56	8.69	68.45	68.43	68.68	18.55	19.07	9.73
gene_1435	641.05	607.01	395.98	319.94	25.14	385.54	302.43	337.87	463.13	434.07	495.39	512.3	394.42	275.31	427.05
gene_1436	78.09	89.02	77.87	132.88	55.91	136.5	68.44	63.23	90.59	144.87	166.54	167.43	34.81	30.54	26.56
gene_1437	36.02	33.19	33.04	41.89	72.15	27.82	29.73	25.01	16.59	49.23	55.8	63.34	12.01	11.85	6.29
gene_1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1439	66.13	58.35	93.13	99.54	276.89	98.47	76.26	78.3	66.22	80.25	72.76	72.35	370.21	383.01	301.76
gene_1440	45.64	34.79	39.32	67.27	20.61	53.69	100.39	86.16	30.32	43.35	53.28	54.19	16.9	10.17	20.37
gene_1441	27.77	36.6	21.26	17.36	44.16	20.97	17.84	14.79	9.83	43.12	36.59	36.42	11.17	11.98	7.95
gene_1442	48.06	53.22	57.72	68.72	31.84	66.78	72.11	85.32	33.67	73.52	75.3	75.04	19.51	16.54	23.89
gene_1443	664.1	610.64	731.58	677.32	615.17	549.46	594.49	582.97	420.41	656.55	772.63	833.93	451.91	466.83	389.88
gene_1444	906.74	667.14	1679.31	792.04	2326.94	842.43	554.06	592.96	533.22	798.54	815.96	706.69	294.49	296.54	356.82
gene_1445	195.9	166.82	255.13	712.6	1334.92	596.5	546.13	497.2	576.75	324.36	316.3	286.94	378.27	412.06	387.83
gene_1446	42.27	47.64	29.02	45.21	113.82	36.27	29.14	29.15	18.26	62.77	66.81	71.06	26.15	29.34	13
gene_1447	217.94	174.9	242.16	29.24	52.16	34.62	10.42	9.7	30.89	372.65	412.99	325.85	219.96	288.09	170.35
gene_1448	427.51	306.69	597.26	721.68	510.5	654.97	276.99	277.16	551.59	927.44	977.39	761.68	210.35	251.38	210.42
gene_1449	23.47	26.92	12.42	9.74	9.08	13.94	17.75	18.18	6.86	37.75	33.85	31.9	8.92	8.84	5.63
gene_1450	27.66	47.33	18.72	10.53	23.44	6.73	23.37	17.44	6.72	44.81	54.37	51.39	8.49	11.62	4.83
gene_1451	26.01	28.72	18.25	5.21	9.39	4.61	5.09	2.86	3.04	69.64	67.73	68.17	25.31	30.89	19.5
gene_1452	49.79	38.17	41.3	31.71	57.62	36.15	84.37	79.22	12.72	58.69	64.14	60.06	24.8	24.98	25.07
gene_1453	21.25	28.54	11.28	9.84	5.03	13.47	28.7	22.09	11.33	34.75	33.26	48.07	6.66	8.93	5.77
gene_1454	101.47	104.01	115.91	133.99	85.84	136.39	370.79	385.44	73.23	165.67	133.69	163.43	42.77	47.04	36.11
gene_1455	59.2	72.89	31.02	88.05	45.96	62.29	140.6	146.03	47.21	110.79	101.48	134.99	20.46	22.32	7.7
gene_1456	21.94	33.98	6.74	7.32	2.36	9.13	50.22	54.3	6.78	22.4	22.42	26.01	5.8	2.96	3.63
gene_1457	46.91	40.93	50.48	77.38	79.67	69.78	189.46	183.1	32.13	73.95	62.69	74.06	20.14	17.02	20.88
gene_1458	40.2	40.96	34.27	59.95	133.64	46.97	96.31	88.83	20.66	54.77	60.9	59.9	13.75	16.02	11.44
gene_1459	26.33	31.52	11.12	29.18	79.46	28.17	100.6	98.71	14.64	39.04	37.98	37.69	7.63	5.35	7.33
gene_1460	4.94	6.02	0	0	0	0	3.36	0	1.84	8.85	14.55	6.25	1.86	0	0
gene_1461	28.52	54.15	12.72	7.85	2.95	12.08	11.17	12.71	2.91	61.94	54.65	59.53	14.14	14.24	6.41
gene_1462	39.45	31.72	35.39	41.46	122.89	31.75	65.2	54.43	27.26	56.37	56.15	59.03	23.3	21.22	17.15
gene_1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1464	25.99	31.73	21.61	47.8	45.03	39.01	99.65	105.65	19.69	47.44	47.34	52.62	16.6	12.53	10.64
gene_1465	6.91	5.27	0	7.48	0	7.67	0	0	0	34.41	39.18	21.9	26.01	6.78	19.71
gene_1466	24.28	30.68	20.21	31.39	48.2	22.67	39.39	48.77	9.6	45.11	39.01	44.16	11.13	10.85	9.06
gene_1467	60.13	58.49	60.75	91.8	107.3	71.13	139.78	118.37	31.16	104.61	132.93	124.33	39.88	38.06	29.11
gene_1468	40.94	54.54	15.59	30.32	4.74	34.3	120.11	106.58	21.96	49.65	56.26	74.55	9.86	7.16	8.42
gene_1469	56.41	75.01	22.56	37.46	2.51	35.64	58.82	49.58	45.79	126.4	131.59	156.22	13.08	12.4	8.9
gene_1470	73.72	71.61	90.98	159	223.37	132.35	422.74	419.96	84.46	162.78	169.42	200.05	28.05	30.25	23.14
gene_1471	33.6	26.83	35.81	42.62	54.99	36.26	65.59	64.76	17.92	54.94	57.38	60.89	17.31	13.22	15.1
gene_1472	52.93	63.56	44.07	32.05	50.19	34.79	35.11	36.45	20.42	108.03	121.15	128.02	21.73	27.15	15.68
gene_1473	60.49	49.8	64.41	60.77	75.4	49.89	64.43	59.05	42.69	56.34	62.83	62.77	22.97	21.48	18.61
gene_1474	12	25.14	2.78	4.86	0.71	1.66	3.97	0	0.47	24.38	23.79	27.31	7.99	5.88	0
gene_1475	38.05	38.26	34.97	80.94	96.08	56.91	88.15	102.39	45.13	58.92	54.47	57.92	15.6	16.57	15.29
gene_1476	68.48	68.36	88.67	122.01	312.43	103.49	141.17	171.73	80.13	88.35	90.95	103.7	41.23	45.83	41.16
gene_1477	48.43	42.99	62.72	36.07	72.5	36.52	33.66	36.32	20.8	59.66	70.94	61.02	8.47	9.12	8.98
gene_1478	56.84	50.42	45.26	119.23	186.91	90.94	183.85	162.3	43.05	97.76	100.09	102.84	30.82	27.57	27.67
